soyisim
ALADAĞ
AKÇAYIR
AKÇAY
ZUBAROĞLU
YETER
YARDIMCI
ÜNVER
TÜRKYILMAZ
TUTAR
TAŞCI
SUSAM
SİPAHİ
POTA
ÖZBEY
OKÇU
NURLU
KAMACI
İNAN
GÜNAYDIN
EZER
EŞME
ELMAAĞAÇ
DADLI
ÇERİK
BÜYÜKPASTIRMACI
BÜRKÜK
BOLKAN
BAYHAN
BAHADIR
AYKOL
ARSLANOĞLU
AKKOYUN
KİRAZ
BÜYÜKBULUT
TANRİVERDİ
BERTAN
BAK
ÖZAYDIN
SELVİOĞLU
BAZİKİ
KÜÇÜKÖZKAN
SÜRÜCÜ
UYKUR
SUMAN
TACİR
TANRIKULU
ÖZGÜNER
KULA
GEZİCİ
NART
BAKLALI
MAĞATUR
DİNLER
GENÇER
VARICI
KINIK
KALKAN
DAYANGAÇ
KAZAN
KOZANOĞLU
ZİLELİGİL
SAĞIR
BAŞKAK
TOPTAŞ
KIZILDAĞ
ELİK
YALÇİN
ÇETER
NACAROĞLU
KAVMAZ
BAŞYİĞİT
BİLAL
SUNGAR
KOCAMAN
KUTLAR
CANDEMİR
AYKUŞ
ÇELEBİ
YAĞLI
BADEM
BERKAY
AKAN
SAKALLI
TEVDİK
DURMAN
HAŞİMOĞLU
KALYENCİ
TURANOĞLU
KESER
YÜZER
ÖZCANOĞLU
DERE
YETİZ
ADISANLI
AKEL
MART
KORKMAZOĞLU
NİMETİGİL
ÇINAR
TATLI
ATCI
ÇİFTÇİ
ÖZÜDOĞRU
ÖKMEN
KOPTUR
DEDEMOĞLU
ÖZBEYLER
BAĞLI
MENDEŞ
HİÇYILMAZ
ARAS
YEŞİLFİDAN
GÜVEREN
ERDAĞ
SAATÇIOĞLU
GENÇTÜRK
AKSU
DAĞLI
MÖNÜR
KESİK
AZAR
ARTUÇ
BAKAR
DİNÇER
DORUK
DAĞLIOĞLU
KAAN
MAVİ
TEZEL
GENEL
KÖYLÜOĞLU
SEÇKİN
KAYLAN
ASLANER
EVCİ
COŞGUN
SERTEL
BURAK
BAGLARS
PARA
CAF
CANTAY
İMALI
GEÇMEN
ŞENÖZ
ATAR
ÇALIK
KANAT
GÖKTÜRK
BAŞTEMİR
ALMOFTI
GEDÜK
TOPCUOĞLU
PEKER
YAMAK
ÇOLAKEROL
AVLANIR
KEÇECİ
KOÇOĞLU
AKMAN
DEDEOĞLU
TEKİR
TOKMAK
ARI
AKSAÇ
ARICI
AFŞAR
BÖLÜKBAŞ
ÇÖL
KUDAY
EYLEN
KILBACAK
MEMİŞ
ÇAMUR
CANİK
TOZLU
BİLGİN
SANCAR
İRİS
SİVRİ
BİLGE
BÜYÜKCERAN
ORTA
PARASIZ
YILANLI
KAVURGACI
TEĞİN
KARAN
KAYKISIZ
DİVARCI
PIRTI
MİRZA
KISAOĞLU
YENİAY
KUNAK
GÜLDAMLA
ÇINARLIK
ERKEN
SAKALLIOĞLU
SEMERCİ
KOCAYİĞİT
ATÇEKEN
PAZIR
AYRANCI
ÇÖLBE
TOPUZ
KALA
ADALI
ALTUNYAPRAK
KAŞIKÇI
DEMİRBAŞ
SEKİN
YÖNET
KÜÇÜKCERAN
TANİŞ
UĞURLU
BOLATKALE
GEYİK
ALAYBEYOĞLU
SAYYİĞİT
CERAN
İZCİ
HÖKE
UZUNCA
UZUNCAN
PEKDOĞAN
ERSÖZ
ALKIŞ
YİLDİZ
BÜYÜKKALAYCI
MORAN
ÇAYLI
ÇANGAL
KUBAT
KATRAN
LEYMUNÇİÇEĞİ
PİRİ
BOZKUŞ
KINALIOĞLU
TARAKCI
ÜRKMEZ
ELGÖRMÜŞ
ÖZKAYA
YANARDAĞ
ÖZHAN
KAPLANKIRAN
TİLBE
KÜÇÜK
MOLLA
ÇANKAYA
KASAP
YUMAK
KARADAŞ
KUTAN
ÖZDENOĞLU
KONUK
AKIŞ
KIZILMEŞE
ÇANTAY
DERHEM
AHÇI
KIRAN
KIZILTOPRAK
KAYIHAN
GÜNYEL
ÖZANLAĞAN
ŞERBETÇİ
SENEMTAŞI
GÜÇLÜ
NOZOĞLU
YAPRAK
AKYÜZ
İŞTAR
OKUDAN
BARUT
KILIÇCIOĞLU
ERTAN
TAŞLI
İSTEK
TEMLİ
ARSLANKEÇECİOĞLU
ÇETİNER
DAĞDELEN
ÇETE
İSEN
KARAMAHMUTOĞLU
DUYU
İLKER
GÜLSOY
AKGÜN
TOYRAN
İBİŞOĞLU
TEKİNSOY
YAPAR
SÖYLEMEZ
SAVĞA
İLİK
OĞUZSOY
AŞAN
TEKER
YILDIRIMÇAKAR
YALINKILIÇ
AYAZ
SADUNOĞLU
URAL
KANSU
YAĞAN
BÜDÜN
ÖTER
KOPAN
KARAASLAN
KAHREMAN
KURUL
BÜYÜK
SANSARCI
PİRDOĞAN
RENÇBER
SÜLÜK
MUTLUER
EYÜP
YAKIŞAN
NALBANT
ERŞEN
SARIEKİZ
ALKAÇ
GÜLEŞEN
DOĞANGÜZEL
FEYZULLAHOĞLU
TANRIKULU
AYDIN
TÜLÜBAŞ
BADILLIOĞLU
AKKÜÇÜK
ATASOY
ÇEKİÇ
İNAL
ALTUN
PÜRCÜ
ORAL
BAĞCI
KAŞDOĞAN
YILMAZ
KUPLAY
KOCABAŞ
YÜKSEK
GEDİK
PAKSOY
YILDIRIM
VURALKAN
ERTEM
SİVİŞ
ÇAĞLAR
ÖZCAN
GÜÇ
ÇİFTDOĞAN
TEKİN
EPÇAÇAN
DAYAR
UÇAN
ÇİÇEK
KAYIKÇI
TALAS
GÖÇMEN
MISIRLIOĞLU
DUYAR
KURNAZ
GÜNEY
SÜNER
KARAYİĞİT
AYKAN
SEVER
KOÇER
EVCİLİ
YORGUN
ALTUNDAL
ACAR
ERŞEKERCİ
EŞMEN
USTAALİOĞLU
KOÇ
ÖZTÜRK
MEŞE
KÖKSAL
KARAKAYA
KUCUR
AKAR
HAFTACI
EROL
KÖSE
ŞEKERCİ
AKYOL
BİRDANE
SERVER
CİLO
GEÇGEL
AYHAN
DAROL
ÇELİK
GÖKMEN
GÖKÇEİMAM
MUSALAR
KURT
GELEBEK
SANHAL
BASHEER
AKDUR
DUR
UÇAR
KENAR
ÖNCEL
KAVZOĞLU
BUDAK
ÖZMEN
AYGÜN
AZARKAN
ALBAYRAK
GÜVENDİ
BULUT
KANKILIÇ
SEZGİN
BORAN
SÜMER
ŞAHİN
GÜNGÖR
UZUNOĞLU
